,Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
240222,150494.0,1.85288909461877,1.06959286384179,-1.77610127333886,4.61740996943795,0.770412982482834,-0.400859125659044,-0.0409701223190008,0.089510462944554,-0.217705276444853,-0.373927299894818,-0.688453906925825,-1.46320692427849,-1.6241550000894,-4.25246559869278,-1.34017588388911,1.73287279987949,2.93448122378549,1.43719657244596,-1.92330893857582,-0.288392191215266,-0.157868695659099,-0.176243751892623,0.0274369456443017,-0.468006202781987,0.0580627992795879,0.148263059959904,0.0422777637492948,0.0405727519213252,1.0,1
54312,46387.0,-2.52576504373943,1.93413576659386,0.803183942660475,1.57191260848145,-1.62155901508887,0.981111375375854,-1.48617857765844,2.18080752309835,-0.0693790746778217,-0.663063617375812,0.0479701042101472,2.15003912221124,0.294069781770543,0.439862347389557,-2.21052223972316,-1.01921081505695,1.54031349315813,-0.495781133206817,1.54081659336294,-0.180967320716273,-0.14898333165172,-0.410373680784921,0.0956277143575121,0.0247741777490396,0.0477065919392607,-0.402201523619383,-0.213922348983982,-0.0425512942147575,9.9,0
219892,141925.0,0.120301417641484,1.974141135114,-0.434086817238467,5.39079309979716,1.2896837293754,0.28059002412422,0.22196254547878,0.0678267548690214,-1.38705405307029,-0.0451253297662453,0.195839103876469,-0.629085830718882,0.681222338433862,-4.71552123988097,-0.2878762909762,0.497433587465913,3.87161756353604,1.49239403735728,0.506039978517755,0.20569123217309,-0.0386896154666322,0.204553809417386,-0.167312970794265,0.791547134443901,-0.223675472406085,0.473223170815404,-0.160201937224867,0.0650394520642459,0.76,1
18466,29526.0,1.10280432542075,2.82916799881581,-3.93287026485548,4.70769143992869,2.93796685530025,-1.80090371765217,1.672734122106,-0.300240348680253,-2.78301108805298,-1.88484243991678,3.79256535985687,-1.46047112296734,-1.31277627644381,-7.07736060637589,-0.299466316598551,2.4932276042067,6.24498710234308,2.97174936407353,-2.67995024218857,-0.0308799718381793,-0.106994395673876,-0.250050303584088,-0.52162653336055,-0.448949514169716,1.29164648168516,0.516326673768638,0.0091462814112417,0.15331763551135,0.68,1
116623,74361.0,1.09167532072088,-0.629670009600933,0.952068236778063,0.105598420949543,-1.09463636596787,0.128257026956264,-0.742212883503153,0.2494195109606,1.06989601363657,-0.285776778828527,0.490860823667616,0.780295313589992,-0.754395660529094,-0.225422568891671,-0.894835674812989,0.211933102144708,-0.183176759945368,0.0608699708576179,0.867175737025487,0.0033729763988817,-0.180755465891016,-0.446021095709861,-0.0093289154244685,0.0732505094081797,0.107096686280577,0.941925602718835,-0.0523506663048772,0.0083514473407211,60.0,0
103376,68624.0,0.490432860883002,1.79023010773523,-1.8176780908987,1.5051434711332,1.06528448442742,-1.20762404583405,0.785496907969349,-0.0094585563477735,-0.459393907059348,-0.762706622933327,2.87018903762891,0.285197566041427,-0.175373121833046,-3.38973677483817,0.616874957572333,0.653432153842091,2.90934268377998,1.45878157810788,-0.58969359259021,0.207047551504009,-0.0824471185377402,0.0891299389851584,0.131465684957844,-0.122323266868828,-0.534746011696939,-0.397534578876866,0.376633286609375,0.0634576394086629,0.89,0
253201,156141.0,2.04757603825195,0.578490456950377,-2.3689097097223,0.782196287144025,0.509552754920253,-1.82163429788349,0.365920785941435,-0.403327323759065,0.531256853481926,-1.19461450632954,0.178030516475322,-0.311457150418718,-0.179585882698567,-2.50249838477746,1.08683509887963,0.775947908728963,1.78195352065771,1.28668058151189,-0.700708270517143,-0.164171003732479,0.0962473925063461,0.47392839436111,-0.0445583310850458,-0.172424581364991,0.25149937165386,-0.102660503506405,0.0191076106715622,0.0075960071235984,1.0,0
208266,137044.0,1.91619526080487,-0.405147756768793,-0.417427851964494,1.34454316100724,-0.536079821831257,-0.0235567215719046,-0.661726253528947,0.157503923179076,1.34678753159187,0.201619932461517,-1.48243271762975,-0.682357709676622,-1.73108448162626,0.192922574576595,0.473125761425313,0.33320145359633,-0.534013623153331,0.541948861922458,-0.581150104527772,-0.296971413381266,0.220360267748787,0.703763443409747,0.116247656911907,0.686125011456061,-0.0296516034111244,-0.515173302820028,0.0401345695716846,-0.0256762982875196,29.9,0
263080,160791.0,2.13238602134104,0.705607819703042,-3.53075873641584,0.514779310643757,1.52717469821568,-1.71626826866624,1.13279092955315,-0.574214355395823,0.128903890816348,-1.00080505203989,-0.191190536963042,-0.323794189703165,-0.572455950927237,-1.42206385294204,0.314684199046673,-0.387162054366978,1.73474160368315,0.610975987993976,-0.221267207742386,-0.211167179112658,0.163739121720823,0.703910440133969,-0.24507615703343,0.460049173768465,0.920280992581626,-0.216585741807507,-0.026218563758315,-0.0250012963633226,1.0,1
251477,155359.0,-1.067713272294,5.26231210944906,-8.4385670664835,7.31648729995658,0.0082535729164869,-2.12593631959976,-3.3070357352934,1.86983752340028,-4.52258362448849,-5.17281182346005,5.59112619350265,-5.64041745782421,0.784510038605689,-12.0438056158463,0.353814874886981,-1.92055816814255,-1.87992827944447,0.679751299229409,0.797641375455208,0.821404548671474,0.547789786518153,-0.491959821843257,0.0559141341245579,-1.14536853471475,0.0689513455242996,0.535054734945035,0.539263072143882,0.124255055772618,0.77,1
279526,168927.0,-0.441323004380517,1.22850274961324,-0.0314732628680651,-0.881448202335232,0.622349214100789,-0.423004428468256,0.652699797165684,-0.844422689985874,-0.121775249144568,0.119362171750558,0.553707512774767,1.13331725305207,0.654528396024175,0.106166508945085,-1.15239797939798,0.169043251050941,-0.785177794565998,-0.21268158295101,0.302524897811685,-0.0114812345299004,0.505797706152299,-0.757695834423682,0.120134697317662,-0.412823689607107,-0.374774942519645,0.153667327943114,0.389345382634646,0.15267116113763,1.79,0
163149,115691.0,-1.55027271502021,1.08868850191044,-2.39338766218981,1.00873271714408,-1.0875618874048,-1.10460238189499,-2.67050327670088,0.147654676391109,-0.978625549290056,-3.51413330486723,3.58604242366444,-4.05335784837839,0.862426024955809,-5.76582302154173,-0.507511029549388,-4.92186514350783,-9.56726769048681,-2.77297411117016,1.71709526842855,0.327490457262181,0.802316031461701,1.03710478869922,0.0958154204904633,-0.320190913384423,-0.0807306312824349,0.0910116872058309,0.0249284934943241,-0.0778199786198624,17.06,1
272608,165178.0,-0.68674035295047,0.972354594612562,1.03632324951491,-1.04131776945924,0.302328311800294,-0.24612129188555,0.3907722920606,0.233897532879504,0.349319862143614,-1.11077937384623,0.746230276940625,0.104824619664857,-0.8077060722281,-1.13944390312242,-0.133002241783871,0.823748798603834,0.0994011473435923,1.00222745404858,0.0714441467794155,0.0119636900991456,-0.208249497943753,-0.523559876155969,-0.147608461107229,-0.546302906957396,-0.304769111108373,-0.263365466531425,0.23585704238698,0.20713272234405,0.77,0
159826,112989.0,-0.0472505944741824,0.686792151307404,0.31697660777758,-0.666650169104824,0.369569050168787,-0.791692357552299,0.840379804388687,0.0151545744004311,-0.164586537314253,-0.226964741939523,0.731014393614238,0.35473409174062,-1.06723965837753,0.516012149373439,-0.95381068693535,0.0669126980306514,-0.516666658265941,-0.24555422478582,0.10668208901161,-0.0735981263929761,-0.201422025609438,-0.501956089548812,0.111178796148381,-0.0168310763320947,-0.574059606785929,0.123739697823263,0.236339820817521,0.0866013604057622,11.57,0
105178,69394.0,1.14043132434726,1.13424300279892,-1.42945474072655,2.01222598912655,0.622800198240135,-1.1529230868157,0.22115947772768,0.0373717733484629,0.0344859259841517,-1.87964382107016,2.19166507997652,-0.487849732811135,-1.75713709936308,-4.46105120749925,-0.402884205654366,1.4109171085787,3.61925125200524,2.28492676267757,-0.443999191918561,-0.0997118777920308,-0.367136001490949,-0.891627120817809,-0.160578066799212,-0.10832596200032,0.668374321480191,-0.352393242949003,0.0719927692746503,0.113684370071235,1.0,1
27749,34687.0,-0.860826892469905,3.13178963278262,-5.05296813449749,5.42094070941518,-2.49414141557203,-1.81128662834635,-5.47911745062699,1.18947198655298,-3.90820579292615,-7.06074618169306,4.72997415443333,-8.62905440849263,1.17879796289388,-11.1820634139742,0.445243112696547,-6.53298227788478,-13.3892507167674,-4.48041256680694,0.432054206519352,1.0857595200589,1.19269353963797,0.09035581053399,-0.341880850908644,-0.215924151333767,1.05303194615504,0.271139003495332,1.37329957704625,0.691195095871691,19.02,1
14104,25095.0,1.19239598990768,1.33897371069007,-0.678876186687009,3.1236723071222,0.643244863589275,-1.18432299431215,0.397585526006899,-0.253498538261658,0.41113497684127,-0.859862301810301,1.124059382453,-3.76387384832398,0.367975966769142,-0.971757538368114,-0.0138825132357776,1.45757852763076,2.61145033447876,1.2919552295122,-1.56381522671193,-0.185454650142832,-0.377503243008699,-0.889596747960403,-0.0742075893964193,0.0354455164139561,0.550577974200231,-0.0271712789934873,-0.0249206212266212,0.0736053986634045,3.12,1
204079,135102.0,1.86210178942007,-0.124051888133202,-1.98975174951054,0.382608915041756,0.473031677376878,-0.674516988454297,0.298621349163879,-0.282415726283542,0.802052524645684,-0.989431189994817,-0.491112318271443,0.903819349613327,1.3665243152114,-1.88616230658692,-0.194861302074369,0.0868367239072255,0.978546240489057,0.0556039737113707,0.189130835579419,0.150726987749903,-0.204158275791025,-0.51144105586203,0.0778741500089749,0.388335120253865,0.0078957284691346,-0.120979613154893,-0.0195787926354923,0.0061547052319409,108.51,1
63097,50554.0,1.17428389769059,0.252429731690587,0.419556105124976,1.1358732018746,-0.308661458183496,-0.553823065633803,0.0178066967272354,-0.0361723971229253,-0.226193184308076,0.239810814938127,1.22379628591993,0.688664349943601,-0.359006779421578,0.58895443500335,0.27254745611114,0.362672967401252,-0.706157268455679,0.467178144925405,-0.184993555155584,-0.132925221118501,0.123400919295395,0.334433501974698,-0.125525430702012,0.337600626094231,0.630201487721888,-0.298216217659135,0.0106974239988556,0.0127486493565044,12.95,0
93788,64585.0,1.08043336974687,0.962830680816555,-0.27806547765439,2.74331806279958,0.412364075681078,-0.320778352962878,0.0412895489552235,0.176170299597767,-0.966951551053629,-0.194120466505581,2.14005681553663,-0.276308752749667,-1.19130573752489,-1.88027540328199,0.398271956336376,1.36743302249318,1.52266169956075,1.02631748255981,-1.57707047840184,-0.172658644566365,-0.008996174092574,-0.0570361435998535,-0.0536915092211487,-0.0263732767799466,0.40029973123052,0.0728277709127376,0.0270429343018625,0.0632375727147923,0.0,1
8617,11635.0,0.919136507326981,4.19963266902077,-7.53560659365729,7.42694037455047,1.11821533001319,-2.88672235145027,-1.34103599607144,0.363933268353337,-2.20322443100109,-4.13784019622865,4.57011280759332,-7.62916958856017,1.73391746350254,-9.44037499459843,-0.0233533498971062,-1.23395828198259,1.63200885764087,1.3157345644727,-0.287188855297045,0.535434663150233,0.316093599204254,0.0551792270194195,0.21069215028398,-0.417917881438145,-0.91118827562932,0.466523924588163,0.627393270472548,0.157851282541588,1.0,1
123301,76876.0,-1.29835900258265,1.07967115744319,-0.180677930886891,1.28783908383189,1.85827347944352,-2.22369500209375,0.525166986044906,-0.0968743110676978,-0.168893374133313,-2.544410418956,0.706999574201444,-0.835695915134352,-1.02211731659325,-4.99399178918475,-0.455706843211384,1.31536513941655,3.63919954823548,1.62342609471098,-1.53933883157799,-0.18757199362802,-0.332983053581271,-0.851270427572191,-0.370799798865314,0.29824168728035,0.442929877216587,-0.522832450531743,0.0001048565072203,0.135698346061769,1.0,1
265229,161792.0,2.36212353140376,-1.11383507783912,-2.33100862372326,-1.83587328633303,-0.0135304233398879,-0.515380088913155,-0.341172156308414,-0.349300537164896,-2.09941896995687,1.81906232641851,0.175799661091474,-0.203693565250966,0.672136206611568,0.111947756932848,-1.42913648564033,-0.909764455107408,0.278005819256556,0.222574154362026,0.589478205827343,-0.363628310974519,-0.0285541433195763,0.412671637068372,-0.0759115318911021,0.132550521668027,0.469833682554982,0.0940358242003592,-0.0547327668116847,-0.0838027886708782,25.0,0
109415,71375.0,1.33742921681478,0.480492225408386,-0.463798757871011,0.909910671596196,0.444711001101862,-0.714380084065638,0.532356217072854,-0.300991726316109,-0.219143359809351,0.0474551006268245,-1.11453536171227,-0.0680106789184641,0.129540797182915,0.516104436710749,0.744750275616222,0.0282274990909428,-0.616866968304614,-0.0950658502702618,0.0635718250050556,-0.130305480324259,-0.0528066608197172,-0.0886577574503127,-0.248210351100164,-0.434950115106566,0.964460972546352,-0.244265334392558,-0.0089851384298938,0.0022955945306602,0.89,0
283007,171303.0,-0.617898368754204,0.956750792347674,0.408351112007772,-1.38631924417595,1.32803492016126,-0.806626510366375,1.1779763272776,-0.0596917050559227,-0.293649808985337,-1.625606252538,-1.04092408824366,-0.564611849979344,-0.66083889473216,-0.963249659368666,-0.669070009645842,0.843107639364193,-0.0153187048754444,-0.200781655487634,-1.12958799478908,-0.179336231429045,-0.403423746608061,-1.31599789015684,-0.287988012343231,0.348756888787168,0.797364672889471,0.128900938302063,-0.169782991226948,-0.0592463133998741,1.29,0
182978,125608.0,1.96606327473048,-0.588706251094206,-0.770022676089457,0.105978921765678,-0.111475568438468,0.707323090112811,-0.811298143522154,0.290180978325745,1.34302486145004,-0.0010960029668648,-0.147607378506709,0.550310452577015,-0.379593959024405,0.0561348594916635,-0.0041804622295113,0.525671416672649,-1.00395841107736,1.00205418150806,0.328491116057247,-0.164454154306172,0.189954043772047,0.679066016487031,0.0336425479688623,-0.199593690191142,-0.0305509080651368,-0.206478784703284,0.0283117860688224,-0.0475538634693212,25.0,0
135398,81237.0,-0.0017219136495119,1.03923401279381,0.935265064861935,0.743956195421275,0.4162139530239,-0.46101849121393,0.846031699721575,-0.437931820023075,-0.149830775376652,0.331989196989122,-0.83254989994843,-0.0761862293678159,0.543056950578634,-0.0855069603187038,1.02024858256903,-0.177835946537892,-0.619241919853156,0.169215338228141,0.539813859376951,0.021255171471632,0.0978477643971809,0.456337824849603,0.0120191739693895,-0.120524696859325,-1.11100746786718,-0.602889505505335,-0.154876904242228,0.0239522382213141,2.49,0
154689,102601.0,2.08917262672594,0.122519475623082,-1.37720048637188,0.417475478985955,0.426280298478852,-0.735091466204706,0.11523259686365,-0.377814292452228,1.8202766618891,-0.381566843990153,0.233452603115984,-2.07629648797759,2.11595111239955,1.83144540776227,0.0634232851970419,-0.256797369964307,0.193347044969328,0.152109225832871,-0.448604529587872,-0.238123750527055,0.090007599047743,0.663256192064729,0.0344791519531189,0.588052356613503,0.278895211156786,-0.171501971898894,-0.0457480013277123,-0.0591952108142758,0.89,0
144104,85864.0,-3.36526491864606,2.92854110729003,-5.66099919906905,3.89115992835328,-1.84037510965314,-1.80088720390662,-5.55867935318221,2.40232168278639,-2.84892272106495,-5.99567612703198,4.22130410784879,-6.11966735264192,0.0230135705891201,-8.14932178394224,-0.301351931335019,-5.37528289323615,-9.31500138499105,-2.48756256913711,2.35591891159776,0.57637946532203,0.875260063301294,-0.102501391250503,-0.606282749133978,-0.743164794295893,0.096318936065612,-0.135060497401362,1.23869473001415,0.0998237563444676,1.0,1
258915,158877.0,-1.38852269702205,0.051699269862055,0.632121648026494,-0.8724575307668,0.856875014497028,-0.419835397620094,0.325358726792495,-0.77413423969633,0.262929547084062,-0.655772225801822,0.136973257495932,0.284867664914451,-1.30164422387609,0.387006382181169,-1.14381653616635,-0.22164666195517,-0.378445104061591,0.142951425064228,0.619680845060456,-0.488162491221512,0.648913117448148,-0.44628303066712,-0.189359009294134,-0.402828575746485,0.0619807401222479,-0.0782933889203328,0.0140728503573119,0.241650091046084,60.0,0
167767,118874.0,0.0571091854835128,1.19328693812106,-1.22925604749625,-0.429580025079489,0.928109420479133,-0.523998313956661,0.523880552478024,0.303746134837266,-0.472645277349098,-1.00671544451299,0.144583917533701,0.364315114309879,0.322805545057597,-0.403007302741209,-0.0091109206897552,0.649265188408087,-0.0298411188996325,1.53160244487262,0.482897440897044,-0.186490044847645,0.329044133998611,0.946631164857964,-0.290496158827581,-1.09546354684462,-0.23041571778669,-0.110049009055713,-0.0039367955318849,0.0183224816075673,1.5,0
131851,79763.0,1.2538166636999,-0.134046394974507,0.291574150252516,0.368670836292219,-0.661715055662831,-0.830858615372013,-0.0344798824106677,-0.167255128231074,-1.53490668025481,0.95502751973635,1.38412645401698,0.800041569597507,0.205113502404757,0.569122353185673,-0.095226943813156,-1.3759396533504,-0.275896421206609,1.08708370716691,-0.650187971848125,-0.494289648329384,-0.669872303530444,-1.58140875597695,0.216181156716076,0.441307913680708,0.229156162245344,-0.772923006416163,0.0216363812248644,0.025259512068619,30.51,0
204475,135299.0,-0.97447248808901,1.51342463368843,-0.776590647224534,-1.20348788432147,0.867735188665234,-0.278716375393375,0.783996418536634,0.0790436372025701,0.248224975471977,0.42291555783039,0.152367294571328,0.264823546356818,-0.425696921969894,0.518170976738806,-0.355186968960001,0.122944462776371,-1.06804152987585,0.818309143673471,0.0108180728754982,0.0065495867517883,0.39005452716768,1.13821221771929,-0.202899299162384,0.20595243183954,-0.434825649161912,-0.354816448270424,-0.289067991540919,0.0495834664852503,1.79,0
130983,79474.0,-0.851845863835268,1.13717930735113,0.987512495630324,1.36798468905796,-0.338293428394354,0.132866970352236,0.514153163931334,0.508036494654371,-0.500602072051043,-0.392904343773616,-0.761935402215589,0.324315268166668,-0.0310090108680524,0.328213761621599,0.176370658887407,-1.08628323347874,0.789941685107833,-0.6211819831821,0.701244107207315,0.175672514426292,0.0475469845048303,0.260002399366267,0.064372754526508,0.0907858165962015,-0.0361537155931864,-0.223544421070968,0.280786774687691,0.147281087808909,79.53,0
